"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_I","search_clicks_P","newsletter","intercept","depVarHat","solID"
"246",2017-11-20,3303155,5718.57977289406,374312.099626181,0,1218502.58934202,0,293091.136328084,110377.241676251,42664.6419803082,70147.2170925635,29.3013329221357,99198.8116549393,658203.425888829,2872245.04469499,"1_174_1"
"247",2017-11-27,3103743.33333333,5717.30569826465,312523.133507704,0,1259203.98924612,0,209888.045527565,66031.5315266803,70489.4996487542,54330.71358808,95315.3972537822,157391.248091888,658203.425888829,2889094.28997767,"1_174_1"
"248",2017-12-04,2793875,5716.03162363524,242934.76902851,0,1063132.72781577,0,247466.514164187,99748.448720754,40974.8829720192,26514.6456126712,90891.8357591858,115955.046584678,658203.425888829,2591538.32817024,"1_174_1"
"249",2017-12-11,2260396.66666667,5713.69318096983,216010.18683458,0,951416.945692026,0,170779.587981167,58034.9247898819,20921.0568443038,40507.5872740782,85557.558553628,154098.884876903,658203.425888829,2361243.85191637,"1_174_1"
"250",2017-12-18,2399176.66666667,5711.35473830441,237096.742160691,0,916493.278608992,0,309554.795814508,100344.076516507,9866.47343865455,12808.5355760629,92897.383772097,172475.165435506,658203.425888829,2515451.23195015,"1_174_1"
"251",2017-12-25,3827520,5709.01629563899,263787.300342876,425956.97006544,861856.790226914,0,375121.930021725,58471.4172987231,80276.134056981,117594.260210157,90090.0411502065,190731.035444541,658203.425888829,3127798.32100203,"1_174_1"
"252",2018-01-01,3109461.66666667,5706.67785297357,251735.774916535,189944.461074851,869097.810120121,0,288156.007086434,30742.1054417168,68688.8057827324,76883.4294767371,94257.4547177974,204056.837444393,658203.425888829,2737472.78980312,"1_174_1"
"253",2018-01-08,2228128.33333333,5704.33941030816,197192.039258011,0,927603.187651472,0,205516.160653878,27391.1130610275,39593.629340726,120677.473590445,95223.1596092037,206366.595396007,658203.425888829,2483471.12385991,"1_174_1"
"254",2018-01-15,2202593.33333333,5702.00096764274,133165.134210394,0,802126.857195222,0,270565.745720843,13427.2420805272,82774.8830539872,2735.80916479774,92980.8751139057,162629.013503291,658203.425888829,2224310.98689944,"1_174_1"
"255",2018-01-22,1918293.33333333,5699.45095962059,90857.2933669276,0,748738.381298352,0,190218.096473747,81021.4981704474,94184.5341696011,35.3380557076041,76635.6039189523,98058.2067517405,658203.425888829,2043651.82905393,"1_174_1"
"256",2018-01-29,1862458.33333333,5696.90095159844,72305.8555858093,0,721521.090421219,0,229474.109014026,44964.5741964678,61596.8762125291,0.452003964325672,81089.6906866204,74155.0375157145,658203.425888829,1949008.01247678,"1_174_1"
"257",2018-02-05,1975951.66666667,5694.35094357628,58710.3840910678,0,815642.872766127,0,156126.827441418,22918.2409493021,59422.5627085188,2974.42106630743,92375.4098302013,175455.276446934,658203.425888829,2047523.77213228,"1_174_1"
"258",2018-02-12,1827318.33333333,5691.80093555413,35310.3720732755,0,725037.746459014,0,153998.806657402,79903.716420645,32836.6652601994,38.4536423132071,3631.84388971771,138834.251981691,658203.425888829,1833487.08320864,"1_174_1"
"259",2018-02-19,1656268.33333333,5689.25092753198,1751.93614061876,0,679715.194423192,0,98917.1239917898,44222.4615275611,58652.8485791854,0.491860517959499,41.4589387202757,115372.711028189,658203.425888829,1662566.90330613,"1_174_1"
"260",2018-02-26,1703790,5686.70091950983,-36524.5182584507,0,644943.114952043,0,145647.812212667,82769.7941264148,74146.8787687634,0.00629052500206974,76231.53628571,104023.580602153,658203.425888829,1755128.33178816,"1_174_1"
"261",2018-03-05,1488115,5684.15091148768,-76410.2174202881,0,625678.120283454,0,92977.8325091551,46133.5260538646,43853.4409658849,8.04509285832203e-05,75562.6969111261,94611.7534789345,658203.425888829,1566294.7296629,"1_174_1"
"262",2018-03-12,1727330,5681.6009019887,-113921.598594348,0,608353.623604951,0,276772.544953033,98818.6985075464,90668.1348039648,1.0289048628852e-06,64083.8015084774,52689.0502601714,658203.425888829,1741349.28183564,"1_174_1"
"263",2018-03-19,1208246.66666667,5679.05089248972,-141170.474168668,0,509022.120588667,0,195566.004621732,57356.2559513919,58216.4664046347,1.31588936909539e-08,61663.3607828953,53223.3307004175,658203.425888829,1457759.5416624,"1_174_1"
"264",2018-03-26,1388960,5676.50088299074,-155148.287717529,15905.9640853139,528589.659916918,0,214652.593440657,96413.9176581964,50738.5281798334,1.68292025254538e-10,51703.6261090654,97274.186278806,658203.425888829,1564010.11472308,"1_174_1"
"265",2018-04-02,2408331.66666667,5673.95087349175,-167709.917487526,827255.077702884,451987.723011587,0,144363.640226984,55615.8805409963,26992.3576044915,2.15232423252593e-12,62618.4758391434,61566.8168701852,658203.425888829,2126567.43107107,"1_174_1"
"266",2018-04-09,1131721.66666667,5671.40086399277,-197112.463238946,0,475611.933480873,0,92070.992833638,48019.4296403168,13030.8957392921,2.75265544811869e-14,63538.0188593397,149677.248289861,658203.425888829,1308710.8823572,"1_174_1"
"267",2018-04-16,950015,5668.85085449379,-244434.515298448,0,399463.876621446,0,56545.117734135,24645.6338779229,5966.23480333472,16194.5336032215,58589.1628212216,127802.172798523,658203.425888829,1108644.49370468,"1_174_1"
"268",2018-04-23,801298.333333333,5666.30084381446,-284225.279350985,0,328449.116063342,0,33874.5511266691,118371.28573526,2662.15238911118,219.982598295519,42622.9110226881,43780.7444751666,658203.425888829,949625.190792191,"1_174_1"
"269",2018-04-30,779838.333333334,5663.75083313512,-288022.246767033,285335.274813622,321478.860398686,0,19980.281319858,72349.7672791377,1173.89100771704,209232.752447282,30655.5345975489,25980.2414370873,658203.425888829,1342031.53325587,"1_174_1"
"270",2018-05-07,889546.666666667,5661.20082245578,-258622.02176958,-58270.836258785,370446.577437787,0,11674.6470218995,88678.580888,514.906249576338,10953.7525177924,50755.3701766205,4322.99043673145,658203.425888829,884318.593411328,"1_174_1"
"271",2018-05-14,862850,5658.65081177645,-233353.292408073,0,347068.160858322,0,6783.62312002162,50160.2386534096,57704.3825306372,209823.09564833,929.750998993896,54662.4373088434,658203.425888829,1157640.47341109,"1_174_1"
"272",2018-05-21,2601601.66666667,5656.10080109711,-246765.329913039,266526.410960964,388536.831170674,0,21193.7539687804,62714.4304711825,31644.6844860237,11081.3770329081,10.3889943456366,80423.3475770696,658203.425888829,1279225.42143883,"1_174_1"
"273",2018-05-28,905008.333333334,5653.55079041777,-292498.697881228,0,372934.909526069,0,12393.8251934405,33302.7140087581,49236.9194896669,10620.3417482781,38333.8573851851,121810.980089073,658203.425888829,1009991.82623849,"1_174_1"
"274",2018-06-04,910551.666666667,5651.00077973844,-329106.421709962,0,382817.866924594,0,7204.97859972645,16537.8771520983,26025.7010573078,141.243828504817,54280.9368761115,129883.801231965,658203.425888829,951640.410628913,"1_174_1"
"275",2018-06-11,923853.333333333,5648.45076898583,-324729.282415846,0,363918.599439423,0,93869.7428376577,7919.89291586602,54049.3888200902,1.80732080872048,35944.5963813116,66203.4150868273,658203.425888829,961030.037043953,"1_174_1"
"276",2018-06-18,982420,5645.90075823322,-289207.387909125,0,411548.511664146,0,57723.363707418,47622.6698843258,29168.3958224199,0.0231143796572527,53944.1575217468,99803.2455391127,658203.425888829,1074452.30599149,"1_174_1"
"277",2018-06-25,1056811.66666667,5643.35074748061,-256894.482551483,0,424891.752669091,0,34608.5804734406,24419.9253933844,71016.8370317994,50040.9197377848,45752.8608774069,88676.4632011411,658203.425888829,1146359.63346887,"1_174_1"
"278",2018-07-02,932326.666666667,5640.80073672801,-242873.046750767,0,358146.79392098,0,139127.084465114,120656.53898135,41383.8157912566,781.171784020488,35128.7989717235,74684.9406268377,658203.425888829,1190880.32441607,"1_174_1"
"279",2018-07-09,1126221.66666667,5638.2507259754,-226943.870012448,0,448452.654501799,0,88390.7804210373,74206.6468334598,74968.3518924983,168482.684322973,48519.5979041041,70961.6428336329,658203.425888829,1410880.16531186,"1_174_1"
"280",2018-07-16,1140006.66666667,5635.70071522279,-184228.972278048,0,452746.039409481,0,122076.174879438,88957.2552063622,44513.864288006,5504.2282011122,52408.9370739875,44191.6304361402,658203.425888829,1290008.28382053,"1_174_1"
"281",2018-07-23,1479303.33333333,5633.15070447018,-122333.215799265,0,580891.169402106,0,140966.386486921,50353.1018426084,56306.5337396944,71.8226486270735,54394.3880218017,88526.7596157602,658203.425888829,1513013.52255155,"1_174_1"
"282",2018-07-30,1647193.33333333,5630.60068018995,-76402.7450764674,0,692935.349313994,0,89680.205844582,25981.5148707538,30688.2261291157,0.918794210102217,80747.9368920489,50872.9782823575,658203.425888829,1558338.41161961,"1_174_1"
"283",2018-08-06,2009478.33333333,5628.05065590972,-66458.7534401492,0,762391.985957915,0,145993.863285514,98403.5070630367,61600.705297653,0.0117507029974746,81770.5473930919,176609.857404848,658203.425888829,1924143.20125735,"1_174_1"
"284",2018-08-13,1523443.33333333,5625.5006316295,-69992.3101076985,0,635016.522517152,0,93222.4957048606,57054.2370885936,34374.2624819309,83513.9740005162,2488.17160807695,139788.945995332,658203.425888829,1639295.22580922,"1_174_1"
"285",2018-08-20,1420118.33333333,5622.95060734926,-45577.100991987,0,530760.313806914,0,293694.515104389,105358.976540184,17086.0953769358,1529.4010191396,28.1460549306583,115868.738393691,658203.425888829,1682575.46180038,"1_174_1"
"286",2018-08-27,1673551.66666667,5620.40058306903,19300.6285752038,0,698873.623757302,0,210425.007377557,62200.5105913694,7941.94514849877,61689.1707147344,80858.4699216558,170861.040772023,658203.425888829,1975974.22333024,"1_174_1"
"287",2018-09-03,2061091.66666667,5617.8505587888,93380.2140830304,0,806792.022701771,0,193368.65905743,91079.9750215111,17816.4307063556,1015.13857955397,90887.7553558272,198233.148684805,658203.425888829,2156394.6206379,"1_174_1"
"288",2018-09-10,2144110,5615.30053490638,137220.400381787,0,900148.930782048,0,127936.939833971,51831.0924378193,17198.5930756381,13.0306100764979,90331.1791729613,191636.232397243,658203.425888829,2180135.12511528,"1_174_1"
"289",2018-09-17,2058653.33333333,5612.75051102396,146036.458191113,0,824941.549460936,0,80620.3255857164,77773.6206765493,68172.629096559,54889.3184421687,91734.0210754851,203360.337577688,658203.425888829,2211344.43650607,"1_174_1"
"290",2018-09-24,2208345,5610.20048714154,149613.275643502,0,918536.810774544,0,58164.0169669562,72189.4262978499,39201.9449985056,875.573576675827,93071.0134123755,134604.313153265,658203.425888829,2130070.00119964,"1_174_1"
"291",2018-10-01,2603008.33333333,5607.65046325912,173206.533238104,29965.9105066265,994398.843753974,0,401250.120836746,68157.1738723907,42656.7685402927,5367.47626783057,96865.2217884543,152589.913916714,658203.425888829,2628269.03907322,"1_174_1"
"292",2018-10-08,2313193.33333333,5605.10043937671,210083.012573879,0,959802.943894975,0,315531.294859317,36663.314079991,43039.7349574567,17263.6078406059,98252.8342176896,131094.234409028,658203.425888829,2475539.50316115,"1_174_1"
"293",2018-10-15,2813106.66666667,5602.55041549429,238135.699565793,0,1054822.64953158,0,322912.474639569,85812.3032548463,32246.7522151127,48145.2105236845,91253.7997692924,175272.015691861,658203.425888829,2712406.88149607,"1_174_1"
"294",2018-10-22,2665110,5600.00039161187,254876.680418984,0,1122251.39199987,0,237083.443553313,48192.1156827566,15892.9316462419,745.34930884958,93360.5016488128,185158.366754807,658203.425888829,2621364.20729407,"1_174_1"
"295",2016-01-04,2171506.66666667,0,229223.729406913,0,805869.416535844,0,144641.757895799,138513.845537217,46686.7026224412,44383.9899797661,22087.1233136102,64503.6068947734,806925.857457893,2302836.02964426,"1_178_1"
"296",2016-01-11,2464131.66666667,0,168442.938559403,0,861078.611467532,0,96910.430613271,79996.6225906952,128404.363184783,85064.7690710928,19921.857561634,46108.4908473047,806925.857457893,2292853.94135361,"1_178_1"
"297",2016-01-18,2012520,0,111525.867108006,0,774578.975633279,0,51716.4990289645,40769.5243167818,37933.8489891423,36445.0605975963,11925.4667615905,43676.3184635069,806925.857457893,1915497.41835676,"1_178_1"
"298",2016-01-25,1738911.66666667,0,79969.7549734236,0,639599.850922121,0,26826.4072113103,19259.9993751029,90786.0395510917,23548.3373791415,5602.25406152478,30905.0742980074,806925.857457893,1723423.57522962,"1_178_1"
"299",2016-02-01,1772306.66666667,0,66030.6963423719,0,633210.547223669,0,123133.883036816,59444.11540546,21784.9803894453,100.14732120306,9781.77459941083,16395.9577023869,806925.857457893,1736807.95947866,"1_178_1"
"300",2016-02-08,1809058.33333333,0,50309.2581208883,0,678554.197828868,0,66826.9269091104,29093.8658455431,53872.3008795281,17640.0333125565,5535.66880416022,15531.7783385449,806925.857457893,1724289.88749709,"1_178_1"
"301",2016-02-15,1952740,0,23518.8623104169,0,672823.398213486,0,289464.028735174,13451.8048627846,38514.1268967147,3770.83690863811,24.5813390405101,34865.4432610606,806925.857457893,1883358.93998521,"1_178_1"
"302",2016-02-22,1507805,0,-11271.2673115463,0,580870.507387038,0,176067.429761475,6047.16163511112,7329.66028176859,15.15043090242,0.107303170455633,40209.7558944257,806925.857457893,1606194.36284024,"1_178_1"
"303",2016-02-29,1510391.66666667,0,-49270.3796841893,0,527071.105106262,0,253054.676359782,2683.2494614389,1241.65116573477,14632.0450441503,1351.18817348064,3620.23641004458,806925.857457893,1561309.6294946,"1_178_1"
"304",2016-03-07,1588840,0,-87888.4250035307,0,577298.709138945,0,149957.506021831,1183.64829953002,108627.909812174,60.6286923029091,9154.22679809789,7696.21109397002,806925.857457893,1573016.27231121,"1_178_1"
"305",2016-03-14,1605990,0,-121702.329410193,0,570645.379851825,0,175863.661468364,58978.9083474353,28614.3036090045,0.241093616819079,3279.34217058623,4905.37388300714,806925.857457893,1527510.73847154,"1_178_1"
"306",2016-03-21,1356010,0,-143252.209402327,13061.7267290137,522318.066773728,0,98819.6761863216,28840.2935377969,5240.27146210005,0.000958563066973376,4517.18205018913,6964.80481459452,806925.857457893,1343435.67056787,"1_178_1"
"307",2016-03-28,2103936.66666667,0,-154287.328188931,679328.81667454,520762.222331098,0,52799.5822602255,76131.2381952292,98700.5277910418,134993.74774939,3339.20054102702,11566.8994947422,806925.857457893,2230260.76430625,"1_178_1"
"308",2016-04-04,1120835,0,-170670.363531606,0,431974.05660225,0,27406.6026763449,38500.5936120973,24658.135934833,1757.83028123699,1657.60054761925,11807.979853458,806925.857457893,1174018.29343413,"1_178_1"
"309",2016-04-11,1141140,0,-206803.00727472,0,435489.236671591,0,14005.5686622424,77686.132025722,4448.72247688347,7.02308508950851,1317.57637565681,3057.03900729557,806925.857457893,1136134.14848765,"1_178_1"
"310",2016-04-18,1166880,0,-253941.668130223,0,423294.258705042,0,91759.7421455317,39409.0792813287,746.044947582031,9761.32943684266,2357.76898292861,13050.6088057266,806925.857457893,1133363.02163265,"1_178_1"
"311",2016-04-25,888806.666666667,0,-282283.03036831,234312.825414002,342075.365738748,0,48807.6955491142,18570.262573615,123.515602618574,39.8867024499273,1164.3513301709,7209.4562185609,806925.857457893,1176946.18621886,"1_178_1"
"312",2016-05-02,898873.333333333,0,-271992.517653396,-47851.091288839,330683.672626648,0,25272.0382038394,8424.54001664284,94489.2548409246,0.158602756106297,789.931472185035,4923.74778557285,806925.857457893,951665.592064227,"1_178_1"
"313",2016-05-09,889373.333333334,0,-239804.7567331,0,339878.349308583,0,12897.9515016627,63748.5679812922,23100.551788685,0.000630587867270103,1164.05241426375,1304.08255825719,806925.857457893,1009214.65690813,"1_178_1"
"314",2016-05-16,1915375,0,-226397.849238921,218867.28320047,351165.356563645,0,6533.40954763477,31461.8826635516,4143.49181948311,47871.1734768542,5.09923546806457,28467.5108096084,806925.857457893,1269043.21553569,"1_178_1"
"315",2016-05-23,1006845,0,-253787.16472421,0,380437.417167372,0,3296.78837910954,103337.099186988,694.11919158113,219.371741979226,0.0222579953941306,38578.7328836071,806925.857457893,1079702.24354232,"1_178_1"
"316",2016-05-30,869198.333333334,0,-300266.310716674,0,334538.099579284,0,1660.33792501392,55255.7362421835,114.898202307863,0.872728018361243,844.377330473352,16207.3191136161,806925.857457893,915281.187862115,"1_178_1"
"317",2016-06-06,727250,0,-323298.725433132,0,280485.879798287,0,835.36236645747,26827.1564541775,18.981355541396,0.00346988160948002,497.31458887536,5112.17135190146,806925.857457893,797404.001409882,"1_178_1"
"318",2016-06-13,753730,0,-305060.755354903,0,290782.415567108,0,420.08601359559,12352.7392476537,3.13471533218318,1.37958781980153e-05,1365.12656737043,6733.03998647003,806925.857457893,813521.644214316,"1_178_1"
"319",2016-06-20,999196.666666667,0,-267937.926623475,0,348069.266564368,0,137158.081159393,101769.937975196,0.517660888869329,15269.0020150531,1299.04603668024,1590.05404546873,806925.857457893,1144143.83629147,"1_178_1"
"320",2016-06-27,845843.333333333,0,-243163.09688785,0,326612.94112172,0,75120.5371757218,54238.5893602003,0.0854847597827552,63.3843148147962,800.530580406996,1798.66566884694,806925.857457893,1022397.49427651,"1_178_1"
"321",2016-07-04,1126016.66666667,0,-232326.29944554,0,403234.091331483,0,104741.846800764,26282.1600556072,55499.0570349964,0.252053435424542,1108.15227292102,2425.07082252579,806925.857457893,1167890.18838409,"1_178_1"
"322",2016-07-11,1140978.33333333,0,-209184.022288971,0,439903.259215438,0,56175.973301001,12089.8326314625,11323.3498768174,0.00100213819267474,2472.62253706261,7632.45632003926,806925.857457893,1127339.33005288,"1_178_1"
"323",2016-07-18,1242656.66666667,0,-158144.179966974,0,441911.124709651,0,44977.1246398078,151528.981453182,53260.2085711327,15649.4414793893,1250.6829293212,6180.23328177806,806925.857457893,1363539.47455518,"1_178_1"
"324",2016-07-25,1293483.33333333,0,-99377.3488616699,0,497665.934008818,0,23233.6123918435,90185.5493943598,10764.2953179217,65.0350236628481,3014.79123760886,18372.9253999056,806925.857457893,1350850.65137034,"1_178_1"
"325",2016-08-01,1484843.33333333,0,-67040.7337580521,0,508023.825395837,0,172758.821240323,124038.047437085,1845.81835591845,57140.7962336129,4179.20094654158,17911.1670480627,806925.857457893,1625782.80035722,"1_178_1"
"326",2016-08-08,1485698.33333333,0,-66490.848684832,0,570935.750225708,0,96873.3086219034,69350.8354861552,13763.753563778,269.822236891419,5125.86909516291,29877.1852394878,806925.857457893,1526631.53324215,"1_178_1"
"327",2016-08-15,1556608.33333333,0,-64280.8142179688,0,550245.850047669,0,191084.136939493,34603.92313956,2385.67427405736,2002.82895673106,22.732446840752,38946.3966624073,806925.857457893,1561936.58570668,"1_178_1"
"328",2016-08-22,1391206.66666667,0,-25443.0041986843,0,509503.870807322,0,108479.591683901,16161.7335578009,100103.443219291,1256.96524818661,0.0992317682932055,41207.2995606375,806925.857457893,1558195.85656812,"1_178_1"
"329",2016-08-29,2018783.33333333,0,45781.9887772425,0,700796.82267234,0,177557.363227018,114456.202187396,25192.2671082117,5.01499152421244,6309.30558207692,5877.86217157235,806925.857457893,1882902.68417527,"1_178_1"
"330",2016-09-05,2170721.66666667,0,110536.225162635,0,752533.821131616,0,192077.851826591,106192.24869789,40623.0371915267,33.6653604152334,5400.76821041008,2412.9202986721,806925.857457893,2016736.39533765,"1_178_1"
"331",2016-09-12,2247670,0,139229.806774611,0,844774.540291268,0,109117.20227259,126148.632392256,7796.08722027843,0.133862333776177,11909.1765451649,12017.9667275288,806925.857457893,2057919.40354392,"1_178_1"
"332",2016-09-19,2192026.66666667,0,141938.030169803,0,768713.910051144,0,58686.9725988295,88556.1453458912,131577.689555093,57766.5535234341,14602.0681939257,23640.9042232507,806925.857457893,2092408.13111926,"1_178_1"
"333",2016-09-26,1895213.33333333,0,150995.374017404,0,712759.088369491,0,30574.0808951283,123240.595038848,39644.3294645011,273.338874551567,6733.23687081657,4425.49013645024,806925.857457893,1875571.39112508,"1_178_1"
"334",2016-10-03,2232910,0,180807.724273338,24607.5328803881,738956.781867012,0,410409.745820612,120115.299329615,84528.9460383874,32794.7379164135,10839.643307687,18297.1120200083,806925.857457893,2428283.38091135,"1_178_1"
"335",2016-10-10,2406035,0,215661.119166837,0,891089.481530313,0,273662.166548839,66581.9475287778,92368.1591793116,53252.6416550617,21760.2046903409,48767.3126603527,806925.857457893,2470068.89041773,"1_178_1"
"336",2016-10-17,2252445,0,237673.369058347,0,778101.088540835,0,360629.515467342,60776.3872541987,22341.0329064226,101737.534544682,22517.6191965656,64774.3353742275,806925.857457893,2455476.73980051,"1_178_1"
"337",2016-10-24,2663125,0,254702.231381119,0,965586.987847682,0,231304.568454945,118074.938783594,81355.0135218092,117906.640758141,16057.4278129143,42346.5723967372,806925.857457893,2634260.23841483,"1_178_1"
"338",2016-10-31,2974771.66666667,0,289080.041286012,0,1032717.31363645,0,369160.175587946,65160.4328997678,18644.3464535963,144957.287780653,18835.3547209297,27899.8269372228,806925.857457893,2773380.63676047,"1_178_1"
"339",2016-11-07,2826128.33333333,0,340789.396390621,0,1020537.58791397,0,238332.514486802,113593.845785883,91099.1512635261,124985.709282682,30472.5310206181,68003.185024698,806925.857457893,2834739.77862669,"1_178_1"
"340",2016-11-14,3182900,0,375019.228883914,0,1107477.45897484,0,297838.446174892,62082.3281226296,21894.3287181229,85017.103431658,146.771575626226,47787.1356443716,806925.857457893,2804188.65898395,"1_178_1"
"341",2016-11-21,2964696.66666667,0,356033.828603257,0,1043329.40909133,0,206404.046538768,113940.759218924,70325.2853055798,166318.59217106,0.640932515656248,43286.3792787473,806925.857457893,2806564.79859808,"1_178_1"
"342",2016-11-28,2848525,0,290496.528570725,0,1078538.63679462,0,118405.934183671,62318.5021983927,54823.2446890331,96131.3675338285,85314.7005293784,67702.8053900672,806925.857457893,2660657.57734761,"1_178_1"
"343",2016-12-05,2740160,0,227461.115605397,0,951474.0401891,0,141156.684554514,138581.923829243,11153.4791679936,13537.5253185797,91575.3469574457,149941.295253944,806925.857457893,2531807.26833411,"1_178_1"
"344",2016-12-12,2380508.33333333,0,210902.843573236,0,913348.167448982,0,77513.1585886489,80048.3466874224,1915.21239728023,16641.6266313853,62729.91390498,66392.7288461651,806925.857457893,2236417.85553599,"1_178_1"
"345",2016-12-19,2230915,0,236176.433795081,-230522.274790228,823556.588935894,0,40860.261372622,157739.012469725,318.365323395764,3171.42260904026,47635.4310602429,11933.4178256884,806925.857457893,1897794.51605935,"1_178_1"
"346",2016-12-26,3659425,0,257757.731338035,721088.248462173,893221.213733958,0,362329.023832449,95269.6049246705,52.631224441853,107673.36070301,117217.915829179,1172.93008882194,806925.857457893,3362708.51759463,"1_178_1"
"347",2017-01-02,2827008.33333333,0,237567.743929978,0,866411.812811314,0,326773.007538497,174870.52092138,136259.429585352,100706.505937623,79283.8555999316,110880.24076492,806925.857457893,2839678.97454689,"1_178_1"
"348",2017-01-09,2042143.33333333,0,180060.507281093,0,787513.340795402,0,204294.263588877,110107.455472966,42295.8483117425,101181.727493267,85869.2741123085,64275.8547581452,806925.857457893,2382524.12927169,"1_178_1"
"349",2017-01-16,2113358.33333333,0,120043.112650026,0,774283.405630736,0,144776.854489097,59728.2948017156,27679.9783936055,93104.6712099362,83682.6388679003,97096.7974637153,806925.857457893,2207321.61096462,"1_178_1"
"350",2017-01-23,2179918.33333333,0,83780.4315467688,0,808603.150191112,0,79690.1815388677,29248.9887429573,88230.9314597249,185403.848800236,82044.0442187106,38620.4421570977,806925.857457893,2202547.87611337,"1_178_1"
"351",2017-01-30,2370613.33333333,0,68139.824210067,0,820076.650794143,0,224771.564027712,13527.3518210226,20905.2699886933,119213.875655877,98589.1047394117,64802.9823221908,806925.857457893,2236952.48101701,"1_178_1"
"352",2017-02-06,1814556.66666667,0,53870.2435713965,0,698908.66418463,0,130584.93991381,6081.93743937783,3719.2693308989,707.09126357311,46026.5606038252,11100.0275771778,806925.857457893,1757924.59134258,"1_178_1"
"353",2017-02-13,1951668.33333333,0,29063.1583464276,0,726838.873951947,0,71214.4693240258,102954.60979417,622.133728606424,164890.906176061,234.04852828031,33356.962480182,806925.857457893,1936101.01978759,"1_178_1"
"354",2017-02-20,1918238.33333333,0,-4728.79659005095,0,709187.636763308,0,37391.7887248285,55006.8667687795,86746.216778347,1205.10245632302,1.02233437305936,39833.3433298433,806925.857457893,1731569.03802364,"1_178_1"
"355",2017-02-27,1472390,0,-42361.0466371186,0,554864.62241345,0,19225.3795900104,26693.6139895479,20404.1932582011,279809.979368618,15380.0680177425,62466.2104660594,806925.857457893,1743408.8779244,"1_178_1"
"356",2017-03-06,1477865,0,-81120.1306082398,0,541771.957445431,0,9775.9432110982,12288.2701765236,100832.207940856,4917.89712944728,37100.5082512792,27654.0788892002,806925.857457893,1460146.58989349,"1_178_1"
"357",2017-03-13,1300166.66666667,0,-116393.181395196,0,475976.087465646,0,86370.4239238501,5512.73652408113,25472.8369884692,19.8226195575073,31808.0587821578,57319.7417904706,806925.857457893,1373012.38415693,"1_178_1"
"358",2017-03-20,1160205,0,-140433.722905561,0,418093.243476549,0,45784.4247930958,2443.82967154282,118846.648656771,0.0788169352493765,15069.2059137273,55074.2321159742,806925.857457893,1321803.79799693,"1_178_1"
"359",2017-03-27,1356871.66666667,0,-152504.306292163,0,517287.137176096,0,23662.4133495156,41943.5660988955,33162.7136503695,12537.0425410366,36002.1224741204,65897.3800763351,806925.857457893,1384913.9265321,"1_178_1"
"360",2017-04-03,1355833.33333333,0,-166500.777548566,0,522665.401968272,0,12064.6265752764,19858.0464432992,6180.31557694074,51.6361624775003,18076.6027418886,6891.15249362606,806925.857457893,1226212.86187111,"1_178_1"
"361",2017-04-10,1176266.66666667,0,-198905.962939524,13061.7267290137,428813.375660275,0,6108.21440908331,176646.152369657,1042.72857466933,0.205329177796244,9403.04291711082,1051.3101473628,806925.857457893,1244146.65065472,"1_178_1"
"362",2017-04-17,1955281.66666667,0,-245952.159965525,679328.81667454,353330.36639072,0,67511.00998273,111717.846501474,172.811250044272,0.000816367308011292,9820.97814810847,12497.9338577185,806925.857457893,1795353.46111407,"1_178_1"
"363",2017-04-24,1029928.33333333,0,-279891.961811188,0,382385.775800244,0,35365.1741518587,155223.260064842,28.5543599657762,3.24578908765956e-06,8952.51352515811,30033.5108623839,806925.857457893,1139022.6844144,"1_178_1"
"364",2017-05-01,2263143.33333333,0,-276429.591802997,234312.825414002,326636.397224346,0,204877.24944667,93191.9905137104,4.71582406923829,1.29049101727806e-08,5970.38667448413,9583.98335640174,806925.857457893,1405073.81410859,"1_178_1"
"365",2017-05-08,813771.666666667,0,-245364.651591489,0,300980.851675195,0,117407.332128439,154466.667572071,0.778766387988678,5.13085422584043e-11,3627.96808683965,10642.7853400076,806925.857457893,1148687.58943534,"1_178_1"
"366",2017-05-15,880871.666666667,0,-225882.23667113,0,339766.38397142,0,63483.5348423513,92571.9948120006,0.12860294980372,2.03997274946946e-13,16.0144892975608,33189.4382525391,806925.857457893,1110071.11575732,"1_178_1"
"367",2017-05-22,919185,0,-246341.947162642,-47851.091288839,349528.51346121,0,33171.8773757645,77330.2173463896,0.0212370256615981,37664.517041536,0.0699050678930968,39791.2578524068,806925.857457893,1050219.29322581,"1_178_1"
"368",2017-05-29,826321.666666667,0,-292545.567959671,0,309789.369268586,0,17011.6129574857,39200.6289867306,68568.0143995119,167.161173232004,2051.3778353788,10567.8598415846,806925.857457893,961736.31396073,"1_178_1"
"369",2017-06-05,833798.333333333,0,-322281.198601131,218867.28320047,301546.6868208,0,80607.150103894,62752.8647600842,14811.1847927904,24588.8568718478,3157.42437244142,2049.38696768672,806925.857457893,1193025.49674677,"1_178_1"
"370",2017-06-12,746271.666666667,0,-310735.316242438,0,287375.272226609,0,42574.1049016967,30910.5953268297,2576.95644185319,104.895340509733,5014.9228898402,3082.86726817309,806925.857457893,867830.155610966,"1_178_1"
"371",2017-06-19,1036406.66666667,0,-274322.903142037,0,363884.226004602,0,204933.113219714,14339.2651646453,429.349191480311,34.3356338595224,8619.00419888653,3748.87694512481,806925.857457893,1128591.12467417,"1_178_1"
